Source Question,Ground Truth,Source Answer,Source Answer ID,Target Answer ID,New Question,New Answer ID,Inspection Conclusion
What US State with 1005163 as total population does the Missouri river bisect?,"[{'kb_id': ':m.050l8', 'text': 'Montana'}]",nebraska,m.05fhy,"['m.02rp73h', 'm.02rp745', 'm.02rp767']",what is the military units of the US State with 1005163 as total population does the Missouri river bisect,"['m.05fhy', 'm.03s0w', 'm.04ych', 'm.05fky', 'm.050l8', 'm.06mz5', 'm.0488g', 'm.09c7w0']",SA
What is the name of the currency used in the place where Quechuan is spoken?,"[{'kb_id': 'm.0b423v', 'text': 'Peruvian nuevo sol'}]","quichua, santiago del estero language",m.026sysr,['m.05tjr95'],what is the parent of the name of the currency used in the place where Quechuan is spoken,"['m.04pnx', 'm.02k1b', 'm.0165v', 'm.01ls2', 'm.02j71', 'm.016wzw', 'm.07c5l', 'm.01p1v', 'm.026sysr']",FP
What is the hometown of the official with the title Collector of the Port of Philadelphia?,"[{'kb_id': 'm.0mmyl', 'text': 'Westmoreland County'}]",dr. william bache,m.0c6c337,['m.0c6c336'],what is the government positions held of the hometown of the official with the title Collector of the Port of Philadelphia,"['m.0h6fyh', 'm.0c6cz03', 'm.0c6c355', 'm.0c6bwhz', 'm.0c6bt2r', 'm.0c6cybt', 'm.0c6cybd', 'm.0c6c33w', 'm.0c6bz43', 'm.0c6c337', 'm.0c6cb0f', 'm.0c6c32t', 'm.0c6c32d', 'm.0c6cz0j', 'm.0c6cb0w', 'm.0c6bz3q', 'm.0c6bz39', 'm.0c6btmd', 'm.0c6bz4j', 'm.0c6bwhk', 'm.0c6c349', 'm.0c6cb18', 'm.0c6c34r', 'm.0c6bz2h', 'm.0c6bt35', 'm.0c6cy9_', 'm.0c6bz2x']",SA
What American league west team features a Third baseman player?,"[{'kb_id': 'm.05m_8', 'text': 'Oakland Athletics'}]",texas rangers,m.07l8x,['m.0h8b0'],what is the league of the American league west team features a Third baseman player,"['m.04wmvz', 'm.05m_8', 'm.06wpc', 'm.07l8x', 'm.05kmnv1']",SA
Who played the part that was born in Hill Valley's dad?,"[{'kb_id': 'm.023n2z', 'text': 'George McFly'}]",courthouse square,m.02vrvds,['m.029q2hk'],what is the image of the person played the part that was born in Hill Valley's dad,"['m.02gbpb', 'm.0f3zf_', 'm.0jty5k', 'm.0jty72', 'm.0jty89', 'm.0jty8g', 'm.0jty60', 'm.0jty7d', 'm.0jty8m', 'm.02h40lc', 'm.023mw_', 'm.0js32pf', 'm.03tp4', 'm.02gbn3', 'm.01f7j9', 'm.010py2s2', 'm.010gtbbm', 'm.010gtq0p', 'm.0jvbbn', 'm.03gq7w4', 'm.06vywm', 'm.02vrvds', 'm.04_1l0v', 'm.0js32pj', 'm.0b3x55h', 'm.0qcr0', 'm.0vygckj', 'm.025wq4p', 'm.047grmq', 'm.03csyz', 'm.0jty5w', 'm.0crrc7t', 'm.0vynj86', 'm.0cgbkwm', 'm.03x0b8', 'm.0jty5q', 'm.0jty77', 'm.0jty8s', 'm.071x0k', 'm.02tf1y', 'm.08lbv4y', 'm.0gjf9gf', 'm.04q657', 'm.04k0cb', 'm.02vq9y_', 'm.07bcn', 'm.04klm1y', 'm.0jlt5', 'm.04xnqp', 'm.077tsy', 'm.07cllr', 'm.02s8y', 'm.0hqvvd_', 'm.0gdlfg', 'm.06w54m', 'm.02723p8', 'm.0cmlt_5', 'm.0b3x558', 'm.01ppb4g', 'm.02jxkw', 'm.0jty5d']",SA
Who dated the award nominee for " A Love Song for Bobby Long?"?,"[{'kb_id': 'm.01g0jn', 'text': 'nm1157013'}, {'kb_id': 'm.01kgv4', 'text': 'Josh Hartnett'}, {'kb_id': 'm.028r4y', 'text': 'Topher Grace'}, {'kb_id': 'm.02fybl', 'text': 'Jared Leto'}, {'kb_id': 'm.036hf4', 'text': 'Ryan Reynolds'}, {'kb_id': 'm.055zkh', 'text': 'Patrick Wilson'}, {'kb_id': 'm.0j1yf', 'text': 'Justin Timberlake'}]",mothman,m.0hnbd6j,['m.02h40lc'],what is the languages of the person dated the award nominee for " A Love Song for Bobby Long? ","['m.01_gx7z', 'm.0gw8dbj', 'm.01_h2ml', 'm.01_gxmf', 'm.01_gnln', 'm.01_gy23', 'm.01_gy34', 'm.01_g_wb', 'm.03dr9zj', 'm.01_gy_2', 'm.01_gzm2', 'm.01_gx2l', 'm.03dr9yk', 'm.01_gnkq', 'm.01_gxzf', 'm.01_h2j3', 'm.01_gx6f', 'm.01_gx47', 'm.03dr9xz', 'm.07nqjfb', 'm.07nqjjv', 'm.01_gzyh', 'm.07nqj93', 'm.07nqjf_', 'm.07nqjbn', 'm.07nqjjm', 'm.07nqjhr', 'm.07nqjfs', 'm.07nqjdg', 'm.07nqjc_', 'm.01_gtw7', 'm.07nqjg6', 'm.07nqjjd', 'm.07nqjbw', 'm.07nqjh9', 'm.07nqj8g', 'm.07nqj9_', 'm.07nqjhz', 'm.07nqjh2', 'm.07nqjb6', 'm.07nqjgw', 'm.07nqjc9', 'm.07nqj8p', 'm.07nqj9k', 'm.07nqjcj', 'm.07nqjdx', 'm.07nqjd7', 'm.07nqj87', 'm.07nqjgf', 'm.07nqj9s', 'm.07nqjcr', 'm.07nqj8x', 'm.07nqjf3', 'm.01_gv11', 'm.07nqjgn', 'm.07nqjc2', 'm.07nqjbf', 'm.07nqjfk']",SA
Kim Richards debuted in what 2007 Sundance Film Festival feature?,"[{'kb_id': 'm.0ff1st', 'text': 'Black Snake Moan'}]",tuff turf,m.02rl4qq,"['m.02822', 'm.0gw5m87', 'm.0cq22f2', 'm.0gw5m91']",what is the netflix genres of the Richards Kim Richards,"['m.0ff1st', 'm.02rl4qq', 'm.0dnh5w', 'm.04f2h9q', 'm.0d1_kl', 'm.02r2r2j', 'm.05r3nm', 'm.07wbmd', 'm.08dyxd', 'm.04f76fm', 'm.0bfmjvh']",SA
What are the names of all the movies that the artist who recorded Long Live has appeared in?,"[{'kb_id': 'm.02x3lt7', 'text': 'Hannah Montana: The Movie'}, {'kb_id': 'm.06_wqk4', 'text': ""Valentine's Day""}, {'kb_id': 'm.087wc7n', 'text': 'The Lorax'}, {'kb_id': 'm.0djb8hx', 'text': 'Jonas Brothers: The Concert Experience'}, {'kb_id': 'm.0dx5q8', 'text': 'The Giver'}]",mine,m.0fsvq5r,['m.0cnxlsz'],what is the compositions of the names of all the movies that the artist who recorded Long Live has appeared in,"['m.016z4k', 'm.039v1', 'm.02hrh1q', 'm.0dl50c', 'm.0w1hzqb', 'm.03g7rsz', 'm.04fzl64', 'm.0cmdv8y', 'm.03cl661', 'm.0h64xty', 'm.02_7frv', 'm.011lmk0n', 'm.0qs2v1z', 'm.0kt11l5', 'm.0v90yvp', 'g.11b6hzvg95', 'g.11btzxkr6h', 'g.12hhhh17b', 'g.11b7_l6mtp', 'm.0qhct4y', 'm.0qbj764']",FP
Who is the governor of the state that has Ditat Deus 2010 in their official symbol?,"[{'kb_id': 'm.02pkb1c', 'text': 'Jan Brewer'}]",manor community academy,m.0416zwc,['m.0416zwc'],what is the educational institution of the governor of the state that has Ditat Deus 2010 in their official symbol,"['m.09c7w0', 'm.0fnt0c']",SA
The artist that created the art series of Water Lilies was inspired by what?,"[{'kb_id': 'm.016s03', 'text': 'Eug¨¨ne Delacroix'}, {'kb_id': 'm.01dqt1', 'text': 'Gustave Courbet'}, {'kb_id': 'm.0233w', 'text': 'Camille Pissarro'}, {'kb_id': 'm.03fw00', 'text': 'Eug¨¨ne Boudin'}, {'kb_id': 'm.06466', 'text': 'Pierre-Auguste Renoir'}, {'kb_id': 'm.074ck', 'text': 'St¨¦phane Mallarm¨¦'}, {'kb_id': 'm.0kzxl', 'text': 'Charles-Fran?ois Daubigny'}]",edgar degas,m.0g_lz,['m.01y2hcj'],what is the notable types of the artist that created the art series of Water Lilies was The artist that created the art series of Water Lilies was,"['m.03xj1', 'm.015r61', 'm.02nxqmh', 'm.05qdh']",SA
What is the last World Series that was won by the team whose arena stadium is Hilltop Park?,"[{'kb_id': 'm.0117q3yz', 'text': '2014 World Series'}]",2010 world series,m.09gnk2r,"['m.01_gsg', 'm.01wmlm']",what is the locations of the last World Series that was won by the team whose arena stadium is Hilltop Park,"['m.0117q3yz', 'm.0ds8qct', 'm.09gnk2r']",SA
What states through which the Colorado River flows have administrative division location symbols that were adapted prior to 1899?,"[{'kb_id': 'm.01n4w', 'text': 'Nevada'}, {'kb_id': 'm.059_c', 'text': 'Colorado'}]",utah,m.07srw,"['m.09x45dl', 'm.09xgn8s', 'm.09xt3_p', 'm.0b6rdnp', 'm.09ynr_g', 'm.09wm4_s', 'm.09w41ww', 'm.09xt9s6', 'm.04lswrj', 'm.09w_1__', 'm.09wbyv5', 'm.09wst3s', 'm.09x73wh', 'm.09xjlj9', 'm.09xlg3l', 'm.09xt9k3', 'm.09xx2dg', 'm.09xxc44', 'm.09ybllb', 'm.09yjcpc', 'm.09ys6t1', 'm.09ytbyt', 'm.09ywr15', 'm.09yxmv8', 'm.0b46cx6', 'm.0b47f76', 'm.0gmk2x0', 'm.0b4927q']",what is the webpage of the thing have administrative division location symbols that were adapted prior to 1899,"['m.059_c', 'm.0b90_r', 'm.0vmt', 'm.01n4w', 'm.07srw', 'm.01n7q']",SA
What Ron Howard movies that were produced by Universal Studio?,"[{'kb_id': 'm.05y48m', 'text': 'More American Graffiti'}, {'kb_id': 'm.09m6kg', 'text': 'A Beautiful Mind'}, {'kb_id': 'm.0crrc8', 'text': ""Dr. Seuss' How the Grinch Stole Christmas""}]",parenthood,m.047nfz,['m.0jsg2m'],what is the notable types of the Ron Howard movies that were produced by Universal Studio,"['m.0crrc8', 'm.09m6kg', 'm.04ynx7', 'm.050gkf', 'm.02yf34', 'm.0f4_2k', 'm.02mh4b', 'm.047nfz', 'm.01hw5kk', 'm.034bm_', 'm.02_1sj', 'm.011yd2', 'm.065dc4', 'm.02vqsll', 'm.05h3bcc']",SA
What Portuguese-speaking country has the largest ISO numeric?,"[{'kb_id': 'm.0hzlz', 'text': 'South Africa'}]",andorra,m.0hg5,"['m.04n_y_', 'm.04n_x_', 'm.0g53z', 'm.04n_w_', 'm.04n_yh', 'm.04n_xh', 'm.043ws0']",what is the administrative divisions of the Portuguese - speaking country has the largest ISO numeric,"['m.0hg5', 'm.015fr', 'm.0d05w3', 'm.04wlh', 'm.0j4b', 'm.036b_', 'm.05r4w', 'm.02lx0']",SA
"Also the fictional universe of The Sacred Band of Stepsons universe, what does the Missouri River bisect?","[{'kb_id': ':m.0488g', 'text': 'Kansas'}]",abarsis's sacred band,m.0c1py57,['m.0ct0w1x'],what is the article of the Missouri River bisect,"['m.0dg6k5w', 'm.0c5x4cb', 'm.0c4fx_g', 'm.0cv7yz1', 'm.01gznn', 'm.0clv470', 'm.0cl7syp', 'm.0c0lmgc', 'm.0cs_596', 'm.0cm23tp', 'm.0cl_xs9', 'm.0cnb4zd', 'm.0ccbp49', 'm.0dfwbmp', 'm.0dgh09v', 'm.0c1wxvz', 'm.0c0kxqh', 'm.0czt9yp', 'm.0cnsmwp', 'm.0cn5268', 'm.0c1py57', 'm.0d9znn3', 'm.07l70h', 'm.0dgdy4w', 'm.06qmjh', 'm.0cply6r', 'm.0dc537t', 'm.0chkwkl', 'm.0cglyr4', 'm.0cl9pz4', 'm.07xtvr', 'm.015q5p', 'm.0c3vns2', 'm.0d76rm4', 'm.0462r95', 'm.0c_jkm4']",SA
Which schools did the president who spoke about the Berlin Wall attend?,"[{'kb_id': 'm.01mpwj', 'text': 'Harvard College'}, {'kb_id': 'm.02bb47', 'text': 'Stanford Graduate School of Business'}, {'kb_id': 'm.02hdpx', 'text': 'Choate Rosemary Hall'}, {'kb_id': 'm.03ksy', 'text': 'Harvard University'}, {'kb_id': 'm.03qs17', 'text': 'Noble and Greenough School'}, {'kb_id': 'm.05yk0g', 'text': 'Canterbury School'}, {'kb_id': 'm.05zl0', 'text': 'Princeton University'}, {'kb_id': 'm.08kml_', 'text': 'Riverdale Country School'}, {'kb_id': 'm.0b7824', 'text': 'Dexter School'}, {'kb_id': 'm.0ccg42', 'text': 'Edward Devotion School'}]",berlin sch?nefeld airport,m.01nxmp,"['m.04nxmb', 'm.0156q', 'm.011typ7p']",what is the serves of the schools did the president who spoke about the Berlin Wall attend,"['m.0345h', 'm.01nxvl', 'm.01nxmp', 'm.017wh', 'm.01ck3b', 'm.0czcd0t', 'm.09rmp2', 'm.011x0h5c', 'm.0cksc_', 'm.022f79', 'm.049dzz', 'm.02qgcr1', 'm.09glnr', 'm.043rr4p', 'm.05x4lq', 'm.0ck5qdb', 'm.09j9gdc', 'm.09j5p40', 'm.0264v8r', 'm.014kf8', 'm.0hhtbrc', 'm.02xtzr', 'm.0g5sbyx']",SA
What Kim Richards work had the story written by Alexander Key?,"[{'kb_id': 'm.04f2h9q', 'text': 'Escape to Witch Mountain'}, {'kb_id': 'm.04f76fm', 'text': 'Race to Witch Mountain'}, {'kb_id': 'm.05r3nm', 'text': 'Return from Witch Mountain'}]",escape to witch mountain,m.04f2h9q,['m.037lyl'],who is the music of the Kim Richards work had the story written by Alexander Key,"['m.04f2h9q', 'm.0h2y40q', 'm.0gwsp2q', 'm.0h2y454', 'm.0h2y44x', 'm.0h2y44p', 'm.0h2y45c', 'm.015cjr', 'm.0d1_kl', 'm.02rl4qq', 'm.02r2r2j', 'm.0dnh5w', 'm.0ff1st', 'm.07998x', 'm.08dyxd', 'm.04f76fm', 'm.07wbmd', 'm.0bfmjvh', 'm.0kprdf', 'm.0j3r1t4', 'm.0h2y3_v', 'm.0h2y420', 'm.0h2y401', 'm.05r3nm']",NA
"What did the religious leader, Martin Luther do as a career?","[{'kb_id': 'm.05xjb', 'text': 'Priest'}]",lutheranism,m.04pk9,['m.015j7'],"what is the texts of the religious leader, Martin Luther do as a career","['m.02rpq', 'm.042x_', 'm.045m1_', 'm.046f1', 'm.0m1wd', 'm.05sfs', 'm.04pk9', 'm.0c8wxp']",SA
Who was born in North Hollywood and dated Brad Pitt?,"[{'kb_id': 'm.0bblqk', 'text': 'Shalane McCall'}]",angelina jolie,m.0f4vbz,"['m.01d_h8', 'm.02hrh1q', 'm.02jknp', 'm.0cbd2', 'm.0d1pc', 'm.0dxtg', 'm.0np9r', 'm.0kyk']",who is the profession of the was born in North Hollywood and dated Brad Pitt,"['m.0f4vbz', 'm.0bblqk', 'm.09yrh']",FP
What entertaining event in Vienna Austria has been happening since 1993?,"[{'kb_id': 'g.121ymzrf', 'text': 'Rock im Park'}]",st. peter's church,m.0bygq4,['m.0bygqb'],what is the article of the entertaining event in Vienna Austria has been happening since 1993,"['m.098gjd', 'm.071ygm', 'm.021c8v', 'm.0c1v9t', 'm.0bygq4', 'm.02w4zw', 'm.0b0lgr', 'm.09fvwy', 'm.015_kq', 'm.04zct1', 'm.04lv9z', 'm.01c921', 'm.08v5y9', 'm.02q__dl', 'm.079jqn', 'm.0czbmkt']",SA
Who dated the award nominee for " A Love Song for Bobby Long?"?,"[{'kb_id': 'm.01g0jn', 'text': 'nm1157013'}, {'kb_id': 'm.01kgv4', 'text': 'Josh Hartnett'}, {'kb_id': 'm.028r4y', 'text': 'Topher Grace'}, {'kb_id': 'm.02fybl', 'text': 'Jared Leto'}, {'kb_id': 'm.036hf4', 'text': 'Ryan Reynolds'}, {'kb_id': 'm.055zkh', 'text': 'Patrick Wilson'}, {'kb_id': 'm.0j1yf', 'text': 'Justin Timberlake'}]",melodrama,m.01lrrt,['g.125bn2vcf'],the person dated the award nominee for " A Love Song for Bobby Long? " is notable for what,"['m.0kt3d', 'm.01d_h8', 'm.02fqwt', 'm.02114t', 'm.0gcjxbz', 'm.04h9cn', 'm.070bqk', 'm.0gc_bpx', 'm.0f502', 'm.0cpkc8', 'm.02y3xn', 'm.02hrh1q', 'm.05nndn', 'm.07_pml', 'm.0c08nvp', 'm.06s7y4', 'm.0fkl33', 'm.01b9mq', 'm.0gc_br4', 'm.02qc1hk', 'm.06z_xh5', 'm.071t68', 'm.0b2d9z', 'm.0c44__', 'm.03m3nn7', 'm.0gc_bqn', 'm.0gc_bqd', 'm.0gc_bqx', 'm.0gc_bp7', 'm.0gc_brd', 'm.0gc_bq4', 'm.0gc_brq', 'm.0gc_bpk', 'm.01nd36', 'm.02z0w4', 'm.067ht7', 'm.03gjzk', 'm.060__y', 'm.0gg681p', 'm.04ly1', 'm.03xf_m', 'm.09l65', 'm.09ldwy', 'm.04gpf', 'm.0zwj2s3', 'm.0zwh1l7', 'm.0h1hl9_', 'm.0ql34q_', 'm.0zd46bp', 'm.09p16y', 'm.03lq60', 'm.0ng5055']",SA
"Also the fictional universe of The Sacred Band of Stepsons universe, what does the Missouri River bisect?","[{'kb_id': ':m.0488g', 'text': 'Kansas'}]",sanctuary city guard,m.0cv7yz1,['m.0c5x35j'],what is the place of origin of the Missouri River bisect,"['m.0488g', 'm.09c7w0']",SA
What does the artist that was nominated for "The Audacity of Hope" have a degree in?,"[{'kb_id': 'm.062z7', 'text': 'Political Science'}]",political science,m.062z7,"['m.0hzqv54', 'm.0113gry7', 'm.0dsfc2s', 'm.0cz1r_', 'm.08gnqk', 'm.04q8jmz', 'm.0413m1y', 'm.0fk49w', 'm.0h54r1s', 'm.0gywyw4', 'm.03nx10b', 'm.05srspc', 'm.0cz9cd1', 'm.09ghh5k', 'm.0412wlz', 'm.09gb1ql', 'm.0wklfpv', 'm.09g9mxq', 'm.051xc1x', 'm.08zyjd', 'm.0hhv3td', 'm.0g53zcd', 'm.0416840', 'm.0k0kptl', 'm.08zyh0', 'm.0gjrd9', 'm.0wx_9hy', 'm.0h7ls4t', 'm.0g_wm1', 'm.052syrr', 'm.0fcz5d', 'm.0hqz_84', 'm.03ccfxz', 'm.06v15_', 'm.04d_pf_', 'm.0h564qc', 'm.0h54thd', 'm.065_v61', 'm.02psw13', 'm.047rxgj', 'm.0kvj_9j', 'm.03chmtz', 'm.03cyvy5', 'm.04q84f1', 'm.026m23g', 'm.03hh22q', 'm.05sr7yv', 'm.026wczq', 'm.012m60ry', 'm.02vmhxn', 'm.0r3w3lg', 'm.05mtmb7', 'm.0br_jdb', 'm.08zyb4', 'm.0yqkvqt', 'm.0wjqsn3', 'm.04p9pk', 'm.0w2_bj0', 'm.0hzpy4g', 'm.010rb0dp', 'm.09jq6y', 'm.02pyv7v', 'm.012m87c1', 'm.0wj1fht', 'm.0qfq1kg', 'm.0zds1cr', 'm.03cyr7q', 'm.0f97_j', 'm.02q19_7', 'm.0wk51d9', 'm.0h55p8s', 'm.026wlrc', 'm.0wxxwts', 'm.0pk_hj0', 'm.026mp_x', 'm.08t5tk', 'm.0hgq66g', 'm.0ndx2cs', 'm.0h62t5d', 'm.0gkxwkg', 'm.0gg81nc', 'm.0fpj3dy', 'm.09g6l6s', 'm.0bmgs01', 'm.0n3zrhl', 'm.0czcj4b', 'm.03c9ctg', 'm.0hhrhz7', 'm.05mvcnk', 'm.03grcl6', 'm.0wy3b8h', 'm.0g9tjk1', 'm.0pk_p3s', 'm.0q59qmt', 'm.04y8vnn', 'm.010hq9_t']",what is the journals in this discipline of the thing does the artist that was nominated for " The Audacity of Hope " have a degree in,"['m.062z7', 'm.0dfzl4x', 'm.0fj9f', 'm.0kyk', 'm.0cbd2', 'm.04gc2', 'm.0dj_22', 'm.0fz465']",NA
What is the guitar preference for the lyricist who wrote "Pen Cap Chew?"?,"[{'kb_id': 'm.047q4j', 'text': 'Fender Jag-Stang'}]",fender jag-stang,m.047q4j,['m.0484q'],who is the guitarists of the guitar preference for the lyricist who wrote " Pen Cap Chew? ","['m.047q4j', 'm.0n1h', 'm.0nbcg', 'm.039v1', 'm.012b30', 'm.03hz6vv', 'm.09l65', 'm.09jwl', 'm.0fb0v', 'm.03rkgx', 'm.08433']",NA
Who held Secretary of State after the Battle of Vicksburg?,"[{'kb_id': 'm.07t2k', 'text': 'Ulysses S. Grant'}]",phil keisling,m.026v8cr,['m.05kj_'],what is the place of birth of the person held Secretary of State after the Battle of Vicksburg,"['m.04tgp', 'm.07ssc', 'm.0nfv_', 'm.0rh6k', 'm.05kkh', 'm.07z1m']",SA
What was the team of the actor who acted in NHL: All Access! ?,"[{'kb_id': 'm.0jnmj', 'text': 'Edmonton Oilers'}]",liberia,m.04hzj,['m.01mp'],what is the notable types of the team of the actor who acted in NHL: All Access!,"['m.0rh6k', 'm.059dn', 'm.01d9r3', 'm.0c9rw5', 'm.06s_2', 'm.0493788', 'm.0d05w3', 'm.05r7t', 'm.05nnzj', 'm.03s8ty', 'm.0cqfbfm', 'm.047t_', 'm.04c6sht', 'm.01_d4', 'm.03_3d', 'm.0d6lp', 'm.0ctw_b', 'm.02_286', 'm.08__h_w', 'm.048_4q3', 'm.04fl3qp', 'm.04939hm', 'm.0493774', 'm.04bfg3x', 'm.049378y', 'm.049374f', 'm.027nb', 'm.0c09_k8', 'm.06s6l', 'm.0l3h', 'm.06ryl', 'm.035yg', 'm.034tl', 'm.04gd7', 'm.0164b', 'm.03h64', 'm.07z5n', 'm.040q4wm', 'm.05cnr', 'm.0160w', 'm.07ytt', 'm.03pmt', 'm.06s9y', 'm.06s0l', 'm.0162v', 'm.03h2c', 'm.063wqc8', 'm.011c1fjn', 'm.034m8', 'm.0cc56', 'm.050ks', 'm.03spz', 'm.06nm1', 'm.0wxy7nm', 'm.0mpbx', 'm.05cgv', 'm.035hm', 'm.02wt0', 'm.04v3q', 'm.088q4', 'm.05qkp', 'm.03__f', 'm.03ryn', 'm.0hzlz', 'm.04hvw', 'm.05br2', 'm.0166v', 'm.07fsv', 'm.04hzj', 'm.063wqcc', 'm.02h40lc', 'm.06t2t', 'm.01nty', 'm.07tp2', 'm.0165b', 'm.0d060g', 'm.04wcf', 'm.02kdw56', 'm.05v8c', 'm.04v6v', 'm.0hbgh', 'm.01nln', 'm.03rk0', 'm.0hjy', 'm.01n4w', 'm.02xry', 'm.03wzc6t', 'm.05sb1', 'm.03rt9', 'm.0162b', 'm.07fr_', 'm.03nyl', 'm.06tw8', 'm.06v36', 'm.035dk', 'm.020p1', 'm.027wjl3', 'm.05bmq', 'm.02pmtdt', 'm.06m_5', 'm.07dzf', 'm.026wtlf', 'm.09wfqp', 'm.0rdr4', 'm.059f4', 'm.05fkf', 'm.05k7sb', 'm.081yw', 'm.088vb', 'm.06dfg', 'm.01ppq', 'm.06kmqz', 'm.02s9vc', 'm.04g1pdw', 'm.0fbj_n', 'm.06w1f95', 'm.06zn0wv', 'm.0410wvr', 'm.05b43j0', 'm.02wvkcb', 'm.03wdkly', 'm.0h5q3s', 'm.03y8wrh', 'm.099qfx', 'm.028bjf1', 'm.0g1v4c', 'm.026pgs1', 'm.0949mf', 'm.03d1rnw', 'm.0gthvn', 'm.02lx0']",SA
What is the most recent movie that featured the star from the film A Fatal Desire?,"[{'kb_id': 'm.0ch39jf', 'text': 'Something Wicked'}]",500 millibars to ecstasy,m.0bpjkdy,['m.01q61k'],the most recent movie that featured the star from the film A Fatal Desire is directed by who,"['m.02hrh1q', 'm.0dn4_h', 'm.07yj27l']",SA
